City,Year,Month,Average Temperature,Max Temperature,Min Temperature,Average Wind Speed,Total Precipitation,Max Snow Depth
Чаплине,2019,2,-0.5 °,+7.9°,-11.6°,2.3 м/с,1.9 мм,5 см
Чаплине,2019,3,+4.5 °,+17°,-4.5°,2.2 м/с,13.2 мм,2 см
Чаплине,2019,4,+11.2 °,+24.9°,-1.2°,1.3 м/с,66.3 мм,-
Чаплине,2019,5,+18.1 °,+32.4°,+6°,1.4 м/с,47.9 мм,-
Чаплине,2019,6,+23.7 °,+34.1°,+10°,1.3 м/с,10.5 мм,-
Чаплине,2019,7,+21.5 °,+34°,+12.3°,1.2 м/с,94.4 мм,-
Чаплине,2019,8,+20.9 °,+32.1°,+7.6°,1.3 м/с,80.9 мм,-
Чаплине,2019,9,+16.2 °,+31°,-0.6°,1.3 м/с,12.9 мм,-
Чаплине,2019,10,+10.7 °,+26°,-6°,1.4 м/с,22.6 мм,-
Чаплине,2019,11,+4.5 °,+19.1°,-11.1°,2.8 м/с,37.1 мм,-
Чаплине,2019,12,+2.3 °,+9.6°,-6.1°,1.8 м/с,30.2 мм,4 см
Черкаси,2019,1,-5.3 °,+4.1°,-24°,3.4 м/с,44.7 мм,42 см
Черкаси,2019,2,+0.1 °,+8.9°,-9.6°,3.3 м/с,24.8 мм,24 см
Черкаси,2019,3,+4.1 °,+18.8°,-7.6°,3.8 м/с,26.2 мм,5 см
Черкаси,2019,4,+9.8 °,+22.2°,-5.4°,3.3 м/с,31.3 мм,-
Черкаси,2019,5,+17.4 °,+29.8°,+6.1°,3.2 м/с,23 мм,-
Черкаси,2019,6,+23.3 °,+33.3°,+10.1°,2.9 м/с,27.9 мм,-
Черкаси,2019,7,+20 °,+33.2°,+7.5°,2.5 м/с,18.6 мм,-
Черкаси,2019,8,+20.5 °,+35.1°,+7.4°,2.6 м/с,6.5 мм,-
Черкаси,2019,9,+15.5 °,+30.8°,-1.6°,2.7 м/с,6 мм,-
Черкаси,2019,10,+9.8 °,+24°,-8.8°,2.3 м/с,20.4 мм,-
Черкаси,2019,11,+5.1 °,+22°,-9.2°,3.4 м/с,19.6 мм,-
Черкаси,2019,12,+2.3 °,+13.7°,-6.4°,2.3 м/с,34.8 мм,8 см
Чернігів,2019,1,-5.4 °,+2.6°,-21.2°,2.6 м/с,46.6 мм,30 см
Чернігів,2019,2,-0.1 °,+6.3°,-8.8°,3 м/с,25.4 мм,21 см
Чернігів,2019,3,+3.9 °,+18.3°,-7°,3.6 м/с,18.6 мм,0.8 см
Чернігів,2019,4,+9.5 °,+24.4°,-3.9°,2.6 м/с,28 мм,-
Чернігів,2019,5,+16.5 °,+27.2°,+4.6°,2.1 м/с,75.8 мм,-
Чернігів,2019,6,+22.7 °,+32.5°,+11°,2 м/с,16.1 мм,-
Чернігів,2019,7,+18.6 °,+35.3°,+8.3°,2.4 м/с,64.2 мм,-
Чернігів,2019,8,+18.7 °,+32.9°,+5.6°,2 м/с,43.4 мм,-
Чернігів,2019,9,+13.8 °,+29.5°,-2.1°,2.3 м/с,38.7 мм,-
Чернігів,2019,10,+9.6 °,+24.6°,-6.7°,2.1 м/с,21.8 мм,-
Чернігів,2019,11,+3.8 °,+15.6°,-9.1°,2.5 м/с,35.5 мм,-
Чернігів,2019,12,+2.2 °,+11.3°,-4.4°,2.6 м/с,33.8 мм,4 см
Чорнобиль,2019,1,-4.7 °,+2.8°,-17.7°,1.3 м/с,36.4 мм,29 см
Чорнобиль,2019,2,+0.5 °,+10.4°,-8°,1.6 м/с,10.3 мм,15 см
Чорнобиль,2019,3,+4.3 °,+19.5°,-10.8°,1.7 м/с,19.1 мм,2 см
Чорнобиль,2019,4,+9.6 °,+25.3°,-5.4°,1.3 м/с,43.5 мм,-
Чорнобиль,2019,5,+16.2 °,+27°,+3.2°,1 м/с,65.8 мм,-
Чорнобиль,2019,6,+22.6 °,+32.6°,+8.2°,1 м/с,9 мм,-
Чорнобиль,2019,7,+18.7 °,+34.7°,+7.4°,1 м/с,35.3 мм,-
Чорнобиль,2019,8,+19.2 °,+35°,+5.2°,1 м/с,21.2 мм,-
Чорнобиль,2019,9,+14.5 °,+30.3°,-2.8°,1.2 м/с,14.5 мм,-
Чорнобиль,2019,10,+9.7 °,+25.2°,-5°,1.1 м/с,26.9 мм,1 см
Чорнобиль,2019,11,+4.4 °,+17°,-8.5°,1.8 м/с,28.1 мм,1 см
Чорнобиль,2019,12,+2.2 °,+12.3°,-4.3°,1.1 м/с,35.3 мм,4 см
Чернівці,2019,1,-3.3 °,+5.7°,-14.2°,2.8 м/с,51.8 мм,19 см
Чернівці,2019,2,+1.7 °,+15.9°,-6.4°,3.9 м/с,18.1 мм,6 см
Чернівці,2019,3,+6.8 °,+21.5°,-4.7°,3.4 м/с,23.4 мм,0.7 см
Чернівці,2019,4,+10 °,+24.4°,-2.3°,4 м/с,48.3 мм,-
Чернівці,2019,5,+14.8 °,+26.3°,+2.1°,3.3 м/с,129.3 мм,-
Чернівці,2019,6,+21.8 °,+31.8°,+12.6°,2.6 м/с,99 мм,-
Чернівці,2019,7,+20.3 °,+35.2°,+10.3°,2.7 м/с,75.4 мм,-
Чернівці,2019,8,+21.4 °,+34.5°,+11.2°,2.3 м/с,35.5 мм,-
Чернівці,2019,9,+16.4 °,+31.6°,+3.7°,2.6 м/с,25.2 мм,-
Чернівці,2019,10,+10.7 °,+25.7°,-0.9°,1.9 м/с,16.5 мм,-
Чернівці,2019,11,+7 °,+22°,-4.8°,4.1 м/с,23.2 мм,-
Чернівці,2019,12,+1.8 °,+12.7°,-8.1°,3.2 м/с,48.9 мм,15 см
Чорноморське,2019,1,+2.8 °,+13.6°,-5.1°,4.4 м/с,42.7 мм,7 см
Чорноморське,2019,2,+3.5 °,+15°,-8.1°,4.8 м/с,12.8 мм,0.8 см
Чорноморське,2019,3,+6.5 °,+14.8°,-3.6°,4.4 м/с,20.5 мм,-
Чорноморське,2019,4,+9.6 °,+20.8°,-0.6°,3.2 м/с,60.1 мм,-
Чорноморське,2019,5,+17.2 °,+30.1°,+7.8°,3.4 м/с,6.9 мм,-
Чорноморське,2019,6,+23.3 °,+31°,+16.6°,3.2 м/с,103 мм,-
Чорноморське,2019,7,+23.1 °,+28.8°,+15.6°,3.4 м/с,33.3 мм,-
Чорноморське,2019,8,+23.4 °,+35°,+13.2°,3.6 м/с,62.5 мм,-
Чорноморське,2019,9,+19.1 °,+29.3°,+7.8°,4.2 м/с,5.7 мм,-
Чорноморське,2019,10,+13.5 °,+22.8°,+1.8°,3.2 м/с,27.6 мм,-
Чорноморське,2019,11,+9.6 °,+22.1°,-1.8°,4.9 м/с,24.3 мм,-
Чорноморське,2019,12,+7 °,+14.8°,-3.2°,4.3 м/с,38.8 мм,-
Чигирин,2019,1,-4.6 °,+3.5°,-17.6°,2 м/с,57.9 мм,57 см
Чигирин,2019,2,+0.3 °,+8.9°,-10.2°,2 м/с,20.5 мм,30 см
Чигирин,2019,3,+4.9 °,+18.4°,-7.1°,2.5 м/с,20.4 мм,1 см
Чигирин,2019,4,+10.3 °,+22.5°,-4.2°,1.8 м/с,42.5 мм,-
Чигирин,2019,5,+17.7 °,+30°,+7.3°,1.6 м/с,81.2 мм,-
Чигирин,2019,6,+23.4 °,+34°,+11.3°,1.5 м/с,24.8 мм,-
Чигирин,2019,7,+20.6 °,+32.3°,+10.3°,1.7 м/с,46.8 мм,-
Чигирин,2019,8,+21 °,+33.6°,+8.8°,1.9 м/с,16.4 мм,-
Чигирин,2019,9,+16.3 °,+31.2°,-0.6°,2.1 м/с,4.8 мм,-
Чигирин,2019,10,+11 °,+24.1°,-4.9°,2.3 м/с,34.6 мм,-
Чигирин,2019,11,+5.1 °,+19.6°,-10.1°,2.7 м/с,16.6 мм,-
Чигирин,2019,12,+3 °,+12.5°,-5.1°,2.4 м/с,29 мм,9 см
Чортків,2019,1,-3.7 °,+6.7°,-12.7°,2.1 м/с,43.7 мм,15 см
Чортків,2019,2,+1.2 °,+13.3°,-7.6°,2.5 м/с,12.8 мм,7 см
Чортків,2019,3,+5.4 °,+19.1°,-7.1°,2.4 м/с,12.6 мм,3 см
Чортків,2019,4,+9.6 °,+24.4°,-0.7°,2.4 м/с,41.6 мм,-
Чортків,2019,5,+14.2 °,+25.9°,+1°,2 м/с,124.5 мм,-
Чортків,2019,6,+21.5 °,+30.5°,+11.7°,1.7 м/с,39.6 мм,-
Чортків,2019,7,+19.3 °,+33.2°,+9.7°,1.8 м/с,68.5 мм,-
Чортків,2019,8,+20.6 °,+33.6°,+10.2°,1.4 м/с,50.7 мм,-
Чортків,2019,9,+15.9 °,+30.6°,+4.1°,1.9 м/с,8.9 мм,-
Чортків,2019,10,+10.2 °,+24°,-2.4°,1.3 м/с,8.6 мм,-
Чортків,2019,11,+6.1 °,+18.1°,-5.2°,3 м/с,20.9 мм,-
Чортків,2019,12,+1.8 °,+12.1°,-8.6°,1.4 м/с,43 мм,7 см
Шепетівка,2019,1,-4.5 °,+2.7°,-14.6°,2.7 м/с,49.2 мм,24 см
Шепетівка,2019,2,+0.9 °,+12.9°,-8.4°,3.1 м/с,16.8 мм,11 см
Шепетівка,2019,3,+4.3 °,+19.8°,-7.6°,3.4 м/с,18.6 мм,2 см
Шепетівка,2019,4,+9.7 °,+24.3°,-2°,3.3 м/с,35.7 мм,-
Шепетівка,2019,5,+14.4 °,+25°,+0.4°,2.3 м/с,137.8 мм,-
Шепетівка,2019,6,+21.5 °,+30.6°,+8.3°,1.9 м/с,57.7 мм,-
Шепетівка,2019,7,+18.4 °,+33.2°,+8.1°,1.7 м/с,66.1 мм,-
Шепетівка,2019,8,+19.7 °,+32.6°,+8.9°,1.7 м/с,35.2 мм,-
Шепетівка,2019,9,+14.9 °,+31.6°,-0.6°,2.2 м/с,34 мм,-
Шепетівка,2019,10,+10.3 °,+23.5°,-3.2°,1.8 м/с,10.4 мм,-
Шепетівка,2019,11,+5.5 °,+18.5°,-5.3°,4.1 м/с,19.1 мм,-
Шепетівка,2019,12,+2.2 °,+13.5°,-4.8°,3.2 м/с,44.6 мм,9 см
Яготин,2019,1,-5.4 °,+2.8°,-19.1°,2.8 м/с,38.6 мм,39 см
Яготин,2019,2,-0.4 °,+7.3°,-9.9°,2.8 м/с,33.3 мм,29 см
Яготин,2019,3,+4.1 °,+18.5°,-8.4°,2.9 м/с,25.9 мм,5 см
Яготин,2019,4,+10.2 °,+22.5°,-3°,2.6 м/с,41.3 мм,-
Яготин,2019,5,+17.2 °,+28.3°,+5.7°,2.6 м/с,75.7 мм,-
Яготин,2019,6,+22.9 °,+33°,+9.3°,2.1 м/с,37.2 мм,-
Яготин,2019,7,+19.7 °,+32.9°,+9.5°,1.8 м/с,26.7 мм,-
Яготин,2019,8,+20 °,+34.1°,+7.3°,1.8 м/с,16 мм,-
Яготин,2019,9,+15.8 °,+31.1°,-1.8°,2.1 м/с,3.3 мм,-
Яготин,2019,10,+10.4 °,+23.7°,-6.5°,2 м/с,3.1 мм,-
Яготин,2019,11,+4.1 °,+19.5°,-9.4°,3.3 м/с,34.5 мм,-
Яготин,2019,12,+2.2 °,+12.8°,-4.4°,2 м/с,37.6 мм,3 см
Ялта,2019,1,+5.5 °,+13°,+0.2°,1.7 м/с,78.7 мм,1 см
Ялта,2019,2,+6.2 °,+12.9°,+0.7°,1.5 м/с,26.9 мм,-
Ялта,2019,3,+7.5 °,+18.8°,-0.1°,2 м/с,30 мм,-
Ялта,2019,4,+11.2 °,+22.7°,+4.4°,1.7 м/с,37.7 мм,-
Ялта,2019,5,+17.6 °,+26.2°,+8.9°,1.1 м/с,2.4 мм,-
Ялта,2019,6,+25 °,+32.2°,+17.5°,1.8 м/с,59 мм,-
Ялта,2019,7,+24 °,+34.4°,+15.7°,1.4 м/с,35.2 мм,-
Ялта,2019,8,+25.3 °,+33.7°,+16.9°,1.8 м/с,18.4 мм,-
Ялта,2019,9,+21.5 °,+30°,+10.8°,2.6 м/с,8.6 мм,-
Ялта,2019,10,+15.9 °,+26.8°,+7.3°,1.6 м/с,0.8 мм,-
Ялта,2019,11,+11.7 °,+24.1°,+1.9°,1.7 м/с,62.4 мм,-
Ялта,2019,12,+8.3 °,+14°,+1.5°,1.3 м/с,58.6 мм,-
Ай-Петрі,2020,1,-2.5 °,+3.9°,-9.2°,3.9 м/с,50.9 мм,16 см
Ай-Петрі,2020,2,-2.3 °,+7.2°,-16.2°,4.7 м/с,145.5 мм,31 см
Ай-Петрі,2020,3,+3.9 °,+14.4°,-9.6°,3.2 м/с,8 мм,9 см
Ай-Петрі,2020,4,+3.6 °,+15.6°,-7°,3.2 м/с,18 мм,-
Ай-Петрі,2020,5,+9 °,+21.9°,+0.1°,4 м/с,55.5 мм,-
Ай-Петрі,2020,6,+15.3 °,+24.7°,+4.5°,2.4 м/с,51.8 мм,-
Ай-Петрі,2020,7,+17.3 °,+26°,+8.5°,3.5 м/с,48.8 мм,-
Ай-Петрі,2020,8,+16.7 °,+25.4°,+7.8°,3.4 м/с,4.9 мм,-
Ай-Петрі,2020,9,+15.5 °,+26.2°,+4.8°,2.7 м/с,35 мм,-
Ай-Петрі,2020,10,+11.9 °,+19.6°,-0.8°,2.9 м/с,33.2 мм,-
Ай-Петрі,2020,11,+2.6 °,+14.9°,-6.9°,2.9 м/с,36.1 мм,1 см
Ай-Петрі,2020,12,+2.2 °,+11°,-8.6°,2.2 м/с,46.2 мм,3 см
Асканія Нова,2020,1,+1.1 °,+9.4°,-7.8°,2.7 м/с,18.6 мм,1 см
Асканія Нова,2020,2,+2.2 °,+14.2°,-15.8°,4.6 м/с,45.4 мм,7 см
Асканія Нова,2020,3,+7.5 °,+23.2°,-8°,4.6 м/с,3.7 мм,-
Асканія Нова,2020,4,+9.4 °,+22.8°,-2.8°,4.1 м/с,7.7 мм,-
Асканія Нова,2020,5,+14.9 °,+26.5°,+2°,3.8 м/с,32.8 мм,-
Асканія Нова,2020,6,+22.2 °,+34.6°,+9.1°,3.3 м/с,59.5 мм,-
Асканія Нова,2020,7,+24.7 °,+37.9°,+12.5°,3.2 м/с,47.3 мм,-
Асканія Нова,2020,8,+23.2 °,+36.8°,+10.2°,2.8 м/с,44.4 мм,-
Асканія Нова,2020,9,+20.3 °,+35.2°,+5.6°,2.7 м/с,21.1 мм,-
Асканія Нова,2020,10,+15.1 °,+26°,+2.6°,3.3 м/с,25.5 мм,-
Асканія Нова,2020,11,+4.9 °,+15.2°,-3°,2.8 м/с,36.4 мм,-
Асканія Нова,2020,12,+1.4 °,+12.6°,-6°,5.4 м/с,13.8 мм,1 см
Бахмут,2020,1,+0.3 °,+6.6°,-8.2°,1.7 м/с,29.5 мм,7 см
Бахмут,2020,2,+0.3 °,+13°,-18.4°,2.5 м/с,60 мм,7 см
Бахмут,2020,3,+6.8 °,+22.5°,-7.2°,2.5 м/с,23.7 мм,1 см
Бахмут,2020,4,+8.4 °,+23.8°,-4.4°,2.7 м/с,7.3 мм,-
Бахмут,2020,5,+14 °,+28°,+1°,1.8 м/с,59.7 мм,-
Бахмут,2020,6,+22.5 °,+34.3°,+11.1°,1.6 м/с,7.8 мм,-
Бахмут,2020,7,+23.4 °,+38.1°,+10.8°,1.6 м/с,29.3 мм,-
Бахмут,2020,8,+21.4 °,+34.1°,+5.9°,1.4 м/с,12.8 мм,-
Бахмут,2020,9,+18 °,+34.8°,-0.1°,2 м/с,1.2 мм,-
Бахмут,2020,10,+13.5 °,+25.9°,-0.3°,1.9 м/с,7.8 мм,-
Бахмут,2020,11,+2.7 °,+13.8°,-9.9°,2 м/с,29.8 мм,2 см
Бахмут,2020,12,-3.1 °,+4°,-12.1°,2.4 м/с,28.4 мм,2 см
Біла Церква,2020,1,+0.4 °,+6.3°,-7.1°,3.4 м/с,22.6 мм,3 см
Біла Церква,2020,2,+2.1 °,+10.3°,-8.7°,4.4 м/с,39.3 мм,3 см
Біла Церква,2020,3,+5.9 °,+18.5°,-6.4°,3.6 м/с,17.7 мм,4 см
Біла Церква,2020,4,+9.2 °,+23.3°,-5.3°,4.2 м/с,13.5 мм,-
Біла Церква,2020,5,+12.5 °,+27.5°,+1°,3.4 м/с,103.3 мм,-
Біла Церква,2020,6,+21.2 °,+33.5°,+6°,2.7 м/с,60.8 мм,-
Біла Церква,2020,7,+20.6 °,+31.9°,+10.4°,2.4 м/с,79.8 мм,-
Біла Церква,2020,8,+19.8 °,+32.3°,+5°,2.2 м/с,46.2 мм,-
Біла Церква,2020,9,+17.1 °,+33.5°,+2.9°,2.6 м/с,27.3 мм,-
Біла Церква,2020,10,+12.7 °,+22.1°,+2.6°,2.7 м/с,62.9 мм,-
Біла Церква,2020,11,+3.4 °,+10.2°,-5.6°,3 м/с,28.5 мм,5 см
Біла Церква,2020,12,-0.4 °,+8.8°,-9.2°,3.4 м/с,34.3 мм,4 см
Білопілля,2020,1,+0.2 °,+6.8°,-6°,2.2 м/с,16.5 мм,2 см
Білопілля,2020,2,+1.7 °,+10.3°,-9°,2.8 м/с,29.6 мм,3 см
Білопілля,2020,3,+5.2 °,+18.3°,-7.5°,2.3 м/с,12.9 мм,-
Білопілля,2020,4,+8.9 °,+23°,-5.4°,2.4 м/с,26.9 мм,-
Білопілля,2020,5,+11.7 °,+27°,+0.8°,2.1 м/с,121.6 мм,-
Білопілля,2020,6,+20.8 °,+32.6°,+6.3°,1.3 м/с,38.2 мм,-
Білопілля,2020,7,+20.2 °,+31.1°,+10°,1.4 м/с,72.8 мм,-
Білопілля,2020,8,+20.1 °,+32.7°,+6.7°,1.2 м/с,38.3 мм,-
Білопілля,2020,9,+17 °,+33.4°,+4.2°,1.5 м/с,34 мм,-
Білопілля,2020,10,+12.3 °,+21.5°,+3.3°,1.6 м/с,80.9 мм,-
Білопілля,2020,11,+3.6 °,+9.8°,-4.4°,1.7 м/с,25.8 мм,-
Білопілля,2020,12,-0.3 °,+7.4°,-8.1°,2.3 м/с,25.3 мм,3 см
Берегове,2020,2,+5.1 °,+12.8°,-3.6°,1.5 м/с,11 мм,-
Берегове,2020,3,+7.2 °,+19.6°,-5.4°,1.2 м/с,48.6 мм,-
Берегове,2020,4,+11.4 °,+23.6°,-2.8°,0.8 м/с,5 мм,-
Берегове,2020,5,+13.7 °,+27.3°,-0.2°,1 м/с,54.3 мм,-
Берегове,2020,6,+20.4 °,+31.1°,+5.1°,0.8 м/с,140.8 мм,-
Берегове,2020,7,+21.1 °,+31.2°,+9.6°,0.6 м/с,56.4 мм,-
Берегове,2020,8,+23.1 °,+33.2°,+12.5°,0.6 м/с,23 мм,-
Берегове,2020,9,+17.8 °,+29.3°,+5.8°,0.5 м/с,63 мм,-
Берегове,2020,10,+12.4 °,+26.4°,+3.6°,0.4 м/с,73.2 мм,-
Берегове,2020,11,+4.6 °,+15.4°,-4.5°,0.2 м/с,20.6 мм,2 см
Берегове,2020,12,+4.7 °,+15.7°,-7.9°,0.5 м/с,50 мм,-
Бережани,2020,1,+0.5 °,+8.5°,-12.2°,1.7 м/с,35.7 мм,4 см
Бережани,2020,2,+2.4 °,+12.4°,-11.3°,2.6 м/с,61.4 мм,4 см
Бережани,2020,3,+4.8 °,+16.9°,-7.7°,2.1 м/с,28.7 мм,1 см
Бережани,2020,4,+8.8 °,+22.4°,-6.6°,2.1 м/с,20 мм,-
Бережани,2020,5,+11.2 °,+26.9°,-1.7°,2.4 м/с,129.2 мм,-
Бережани,2020,6,+18.7 °,+30.2°,+5.2°,1.8 м/с,108.3 мм,-
Бережани,2020,7,+18.8 °,+28.9°,+8.8°,1.3 м/с,87.7 мм,-
Бережани,2020,8,+20.1 °,+33°,+9.1°,1.3 м/с,12 мм,-
Бережани,2020,9,+15.3 °,+29.4°,+2.8°,1.2 м/с,110.7 мм,-
Бережани,2020,10,+11.4 °,+21.6°,+1°,1.5 м/с,79.4 мм,-
Бережани,2020,11,+4.3 °,+12.6°,-5.4°,1.5 м/с,13.8 мм,1 см
Бережани,2020,12,+1.1 °,+11.2°,-6.1°,2.9 м/с,33.3 мм,2 см
Бобринець,2020,1,+0.4 °,+7°,-6.3°,2.2 м/с,13.5 мм,-
Бобринець,2020,2,+2 °,+13.6°,-10.6°,3.6 м/с,47.6 мм,2 см
Бобринець,2020,3,+6.9 °,+19.6°,-5°,3.1 м/с,20.3 мм,-
Бобринець,2020,4,+9.5 °,+22.8°,-7.2°,3.3 м/с,7.8 мм,-
Бобринець,2020,5,+13.7 °,+25.6°,+3.4°,2.6 м/с,62.7 мм,-
Бобринець,2020,6,+21.9 °,+34.6°,+6.7°,2.1 м/с,41.8 мм,-
Бобринець,2020,7,+23 °,+36.3°,+11.8°,1.9 м/с,96.3 мм,-
Бобринець,2020,8,+22.5 °,+34.4°,+8.4°,1.9 м/с,2.8 мм,-
Бобринець,2020,9,+19.1 °,+35.5°,+3.5°,2 м/с,91.5 мм,-
Бобринець,2020,10,+13.6 °,+24°,+1.2°,2 м/с,10.8 мм,-
Бобринець,2020,11,+4 °,+13.5°,-3.1°,1.8 м/с,14 мм,-
Бобринець,2020,12,-0 °,+10.6°,-9.4°,2.6 м/с,32.8 мм,2 см
Богодухів,2020,1,-0.5 °,+4.9°,-9.5°,3.1 м/с,26.8 мм,4 см
Богодухів,2020,2,0 °,+9.4°,-15.7°,4 м/с,51 мм,11 см
Богодухів,2020,3,+6.5 °,+19.8°,-5.8°,4.2 м/с,16 мм,1 см
Богодухів,2020,4,+8.2 °,+21.8°,-6.8°,4.5 м/с,14.1 мм,-
Богодухів,2020,5,+13.1 °,+23.5°,+4°,3.5 м/с,153.7 мм,-
Богодухів,2020,6,+21.8 °,+32.1°,+9.2°,3.4 м/с,32.1 мм,-
Богодухів,2020,7,+21.8 °,+34.4°,+12°,2.8 м/с,94 мм,-
Богодухів,2020,8,+20.4 °,+32°,+9°,2.9 м/с,7.2 мм,-
Богодухів,2020,9,+18.3 °,+34.1°,+3.8°,3.5 м/с,9.1 мм,-
Богодухів,2020,10,+12.1 °,+22.9°,+0.4°,3.5 м/с,24.5 мм,-
Богодухів,2020,11,+2.5 °,+11.1°,-6.1°,3.1 м/с,50.6 мм,8 см
Богодухів,2020,12,-3 °,+3°,-11.7°,4.2 м/с,30.3 мм,9 см
Броди,2020,1,+1.1 °,+9.5°,-11°,1.7 м/с,30.3 мм,3 см
Броди,2020,2,+2.7 °,+12.3°,-12.8°,3 м/с,58.9 мм,7 см
Броди,2020,3,+4.6 °,+18°,-8.4°,2.3 м/с,22.7 мм,1 см
Броди,2020,4,+8.2 °,+24.7°,-7.1°,2.3 м/с,10 мм,-
Броди,2020,5,+11.3 °,+26.3°,-2°,2.7 м/с,135.4 мм,-
Броди,2020,6,+19 °,+30.3°,+4.2°,2.3 м/с,97.8 мм,-
Броди,2020,7,+18.9 °,+29.8°,+8.3°,1.6 м/с,166.3 мм,-
Броди,2020,8,+19.8 °,+32.8°,+7.1°,1.8 м/с,61.7 мм,-
Броди,2020,9,+15.2 °,+29.8°,+1.1°,1.7 м/с,90.2 мм,-
Броди,2020,10,+11.5 °,+21.7°,+2.8°,1.9 м/с,60.5 мм,-
Броди,2020,11,+4.7 °,+13.5°,-7.4°,1.7 м/с,13.8 мм,1 см
Броди,2020,12,+1.6 °,+11.3°,-7°,2.9 м/с,27.3 мм,1 см
Велика Олександрівка,2020,1,+0.6 °,+9.5°,-7.9°,1.5 м/с,19.4 мм,1 см
Велика Олександрівка,2020,2,+2.3 °,+15.3°,-14.3°,2.4 м/с,65.3 мм,2 см
Велика Олександрівка,2020,3,+7.6 °,+21.4°,-5.1°,2.2 м/с,14.9 мм,-
Велика Олександрівка,2020,4,+9.8 °,+23.4°,-4.8°,2.1 м/с,5.7 мм,-
Велика Олександрівка,2020,5,+14.6 °,+25.7°,+4.2°,1.6 м/с,82.3 мм,-
Велика Олександрівка,2020,6,+22.5 °,+34.1°,+8.3°,1.4 м/с,57.9 мм,-
Велика Олександрівка,2020,7,+24.7 °,+37.4°,+12.3°,1.5 м/с,14.2 мм,-
Велика Олександрівка,2020,8,+23.3 °,+36.2°,+9.8°,1.4 м/с,7.8 мм,-
Велика Олександрівка,2020,9,+20.1 °,+36.1°,+3.9°,1.6 м/с,107.8 мм,-
Велика Олександрівка,2020,10,+14.8 °,+25°,+2.6°,1.7 м/с,20.3 мм,-
Велика Олександрівка,2020,11,+4.5 °,+14°,-3.6°,1.5 м/с,10.8 мм,-
Велика Олександрівка,2020,12,+0.8 °,+11.2°,-8°,2.5 м/с,28.2 мм,1 см
Великий Бурлук,2020,1,-0.6 °,+5.1°,-11°,2.7 м/с,24.1 мм,3 см
Великий Бурлук,2020,2,-0.7 °,+11.1°,-18.1°,3.4 м/с,71.3 мм,17 см
Великий Бурлук,2020,3,+5.7 °,+19.3°,-7.4°,4.1 м/с,20.9 мм,2 см
Великий Бурлук,2020,4,+7.9 °,+21.4°,-6.1°,4.8 м/с,8.4 мм,2 см
Великий Бурлук,2020,5,+13.2 °,+24.5°,+2.5°,3.7 м/с,117.9 мм,-
Великий Бурлук,2020,6,+21.4 °,+33.5°,+11.1°,3.3 м/с,80.5 мм,-
Великий Бурлук,2020,7,+22 °,+35.9°,+10.9°,2.7 м/с,57 мм,-
Великий Бурлук,2020,8,+20.4 °,+32.3°,+9°,2.7 м/с,18 мм,-
Великий Бурлук,2020,9,+17.2 °,+33.7°,+0.3°,3.9 м/с,0.3 мм,-
Великий Бурлук,2020,10,+12.2 °,+23.7°,+0.6°,4 м/с,16.3 мм,-
Великий Бурлук,2020,11,+1.6 °,+11.1°,-10.1°,3.5 м/с,48.4 мм,9 см
Великий Бурлук,2020,12,-4 °,+1.3°,-12.2°,3.8 м/с,28 мм,5 см
Веселий Поділ,2020,1,+0.6 °,+5.2°,-5.8°,2.6 м/с,23.3 мм,1 см
Веселий Поділ,2020,2,+1.5 °,+9.8°,-12.7°,3.2 м/с,48.4 мм,3 см
Веселий Поділ,2020,3,+6.7 °,+18.4°,-6.1°,3.3 м/с,19.5 мм,-
Веселий Поділ,2020,4,+9 °,+22.4°,-6.8°,3.9 м/с,10 мм,-
Веселий Поділ,2020,5,+13.2 °,+25°,+1.5°,2.4 м/с,138.7 мм,-
Веселий Поділ,2020,6,+21.8 °,+31.9°,+6.2°,1.9 м/с,45.3 мм,-
Веселий Поділ,2020,7,+21.9 °,+35.6°,+11.4°,1.9 м/с,45.3 мм,-
Веселий Поділ,2020,8,+21 °,+33°,+9.5°,2 м/с,19 мм,-
Веселий Поділ,2020,9,+17.7 °,+33.9°,+2.9°,2.4 м/с,25.4 мм,-
Веселий Поділ,2020,10,+12.6 °,+22.4°,+0.2°,2.2 м/с,22.7 мм,-
Веселий Поділ,2020,11,+3.6 °,+13.3°,-4.5°,2.1 м/с,18 мм,1 см
Веселий Поділ,2020,12,-1.2 °,+5.7°,-9.6°,3.2 м/с,34.3 мм,5 см
Вінниця,2020,1,+0.2 °,+7°,-6.9°,4.7 м/с,16.2 мм,4 см
Вінниця,2020,2,+1.8 °,+11°,-9.9°,4.6 м/с,39.8 мм,5 см
Вінниця,2020,3,+5.2 °,+17.7°,-7.4°,3.8 м/с,18.1 мм,1 см
Вінниця,2020,4,+9.2 °,+22.2°,-4.6°,3.9 м/с,32.1 мм,-
Вінниця,2020,5,+11.6 °,+26.3°,+1.5°,3.8 м/с,152.3 мм,-
Вінниця,2020,6,+20.2 °,+30.9°,+4.8°,2.9 м/с,66.7 мм,-
Вінниця,2020,7,+20.4 °,+31°,+9.7°,2.9 м/с,27.8 мм,-
Вінниця,2020,8,+20.4 °,+32.7°,+8.9°,2.9 м/с,28.4 мм,-
Вінниця,2020,9,+17.3 °,+32.3°,+5°,3.3 м/с,47.1 мм,-
Вінниця,2020,10,+12.3 °,+21.2°,+3.3°,3.3 м/с,75.7 мм,-
